#
# Heading: Word freq-Wortschatz Liepzig
#
# Source:
https://wortschatz.uni-leipzig.de/en/download/Vietnamese
#   -> vie-vn_web_2015_1M-words.txt [vie-vn_web_2015_1M.tar.gz]
#
#
#term	freq_per_million
reading	freq per million
quan ngại	16
gỏi	16
nhuộm	16
còn trẻ	16
đàng hoàng	16
đến lượt	16
tuần qua	16
trên môi	16
bất đồng	16
tiền điện	16
lần nữa	16
loài người	16
đồng đều	16
một chiều	16
khủng hoảng kinh tế	16
không đủ sức	16
tránh xa	16
chuyên mục	16
dứt	16
cuộc vui	16
TQ	16
vơi	16
nước giải khát	16
ngoại hình	16
tự hỏi	16
dàn nhạc	16
cán cân	16
có ít nhất	16
khoáng	16
bàn bạc	16
tự nhận	16
nhủ	16
trêu	16
mò	16
sư tử	16
nếu cần	16
chắc là	16
vui nhộn	16
bánh xe	16
đi với	16
không có ai	16
đi mua	16
bất cứ ai	16
hình chữ nhật	16
học phần	16
vô hạn	16
bằng sáng chế	16
bằng được	16
đường dẫn	16
nhân chứng	16
dự tính	16
tinh nghịch	16
ác mộng	16
phiền	16
nấc	16
xã hội học	16
truy tố	16
nấu ăn	16
phương diện	16
nền kinh tế thị trường	16
bấy nhiêu	16
trưởng khoa	16
bị vỡ	16
vắng	16
vá	16
trưởng ban	16
bách	16
cúi	16
tối nay	16
gần hết	16
sáng lập	16
âm thầm	16
sụn	16
nổ súng	16
giải cứu	16
làm quan	16
đơn độc	16
đờn	16
mong manh	16
ven sông	16
gom	16
nhăn	16
mấy lần	16
nhà tôi	16
bóc	16
thơ ấu	16
ghen	16
ra về	16
rồi sau đó	16
với hy vọng	16
xách	16
không còn là	16
hối hận	16
mét vuông	16
ngay trước	16
dạy dỗ	16
câu cá	16
hôm sau	16
bộ quần áo	16
đọc được	16
mộc	16
củi	16
lãng quên	16
sấy	16
của nhau	16
ăn chay	16
mối quan tâm	16
đám mây	16
thừa kế	16
kiêng	16
buộc tội	16
đổi đời	16
ai cũng biết	16
địa lý	16
êm	16
bàn luận	16
mẹ chồng	16
tinh trùng	16
làm quà	16
người nào	16
lấy ý	16
mệnh	16
mau	16
trầy	16
du thuyền	16
GTGT	16
bổng	16
ứng cứu	16
sát hạch	16
thâm hụt	16
độc tố	16
phân bố	16
xét duyệt	16
nguyên tử	16
trên toàn thế giới	16
bảo đảm an toàn	16
xác thực	16
hướng dẫn viên	16
buôn lậu	16
từ quan	16
nước Anh	16
tiếp nối	16
chú rể	16
ném bom	16
tróc	16
chức danh	16
cao ốc	16
cơ quan nhà nước	16
bệnh lý	16
hai mươi	16
hài cốt	16
nhanh nhẹn	16
giáo dục đại học	16
xuống dưới	16
đối chiếu	16
bản chính	16
mặt đất	16
nộp thuế	16
chấp	16
ủy quyền	16
ngơ	16
giảng đường	16
suy dinh dưỡng	16
có thai	16
ôn	16
gì hết	16
dầu mỏ	16
cất tiếng	16
có điều	16
nghĩa trang	16
ra quyết định	16
kiểm dịch	16
phía bắc	16
khiêu vũ	16
nhà vua	16
cảnh cáo	16
lớn nhỏ	16
hợp tác xã	16
kinh điển	16
đi tu	16
tàn	16
dứa	16
bữa trưa	16
bắt đầu bằng	16
tận tâm	16
vi sinh vật	16
áo dài	16
điểm hẹn	16
đắc	16
nô lệ	13
hoài nghi	13
người lính	13
ngoại trưởng	13
ký túc xá	13
biến dạng	13
đánh bóng	13
lật đổ	13
phải làm sao	13
thiệt	13
chiều sâu	13
trổ	13
sách giáo khoa	13
an sinh	13
thường hay	13
tầng hầm	13
tương xứng	13
leo thang	13
lấy tiền	13
những chuyện	13
cư xử	13
ngày càng tăng	13
trông chờ	13
từng người	13
hoàng hậu	13
giác mạc	13
bài thi	13
có hạn	13
miến	13
rỉ	13
kế đến	13
xen lẫn	13
đồng đạo	13
bay vào	13
về phần	13
tháng ngày	13
thế rồi	13
Tây Sơn	13
bầu không khí	13
phán	13
nạo	13
quản trị kinh doanh	13
chỗ ngồi	13
tin là	13
hoảng loạn	13
lột	13
tạc	13
khinh	13
bị cấm	13
cách ly	13
đại tá	13
bọt	13
cầu vồng	13
con sông	13
khánh thành	13
banh	13
si	13
chống tham nhũng	13
cốt lõi	13
giấc mộng	13
nhân sâm	13
đứt	13
chậm chạp	13
bước qua	13
lạy	13
mai sau	13
thời khắc	13
chuyển tải	13
tổ máy	13
tương đồng	13
từ bây giờ	13
tái sinh	13
cấp bậc	13
quý báu	13
lá thư	13
kết nạp	13
từ nhiều năm	13
trên giường	13
áp đảo	13
nuôi dạy	13
nhiều việc	13
di tích lịch sử	13
thành ngữ	13
hoàn thành nhiệm vụ	13
lượng mưa	13
người nhập cư	13
máy giặt	13
xuất tinh	13
trận chiến	13
đánh cá	13
khu chung cư	13
giấc	13
đón tiếp	13
báo hiệu	13
chìa	13
ề	13
khổ sở	13
trên bàn	13
vay mượn	13
ấp ủ	13
chậm trễ	13
vào đây	13
đội quân	13
công lao	13
mấy khi	13
hẳn là	13
đậy	13
được xem như	13
người lạ	13
gấu	13
một triệu	13
phản bội	13
bén	13
hành lý	13
tươi tắn	13
quý ông	13
ngoại thành	13
mặt đường	13
quấn	13
thời đó	13
sự đầu tư	13
vé số	13
cụ bà	13
sinh viên tốt nghiệp	13
cưa	13
sự hiện diện	13
vô tội	13
khai phá	13
chúng con	13
đầu người	13
vác	13
trận đánh	13
hôm ấy	13
lên men	13
một con người	13
khát khao	13
ưu việt	13
nhiều nơi	13
trong thời gian này	13
kinh hoàng	13
ngày hôm qua	13
La Mã	13
mũi nhọn	13
đều đều	13
mái nhà	13
kiện toàn	13
nội tiết	13
mùng	13
giữ vai trò	13
Nội Bài	13
khuôn khổ	13
chát	13
sâu thẳm	13
thau	13
hệ thống miễn dịch	13
ngần	13
kiên nhẫn	13
vô tuyến	13
bị tổn thương	13
mạnh tay	13
ích kỷ	13
bên trên	13
học lực	13
tái xuất	13
sóc	13
ông nội	13
nhân quả	13
tỉnh táo	13
nhúng	13
lờ	13
bánh mì	13
ghi âm	13
tìm việc làm	13
hữu cơ	13
tiềm lực	13
nhất thời	13
gồ	13
ru	13
nhớ tới	13
nhìn xuống	13
núi rừng	13
muôn đời	13
chững	13
trị bệnh	13
so sánh với	13
thiết tha	13
mấy cái	13
vừa nói	13
nhổ	13
quay mặt	13
chữ cái	13
quê nhà	13
cổ động viên	13
ba mươi	13
nhìn thẳng vào	13
thế gian	13
giao ban	13
cách biệt	13
đạp xe	13
trúng độc	13
song phương	13
ếch	13
ổ đĩa	13
như thường lệ	13
hoài bão	13
ngũ	13
một cách nhanh chóng	13
trong thời gian ngắn	13
mẫu mã	13
giông	13
trả trước	13
kiến tạo	13
dược phẩm	13
bao phủ	13
môi giới	13
phải biết	13
ngổn ngang	13
trọng trách	13
người bạn thân	13
mạnh khỏe	13
bóng đèn	13
sắp đến	13
an táng	13
xếp loại	13
cổ kính	13
cho tới nay	13
Ấn	13
đối xử	13
chỉ tổ	13
láng	13
con bé	13
vô vàn	13
đoàn tàu	13
khít	13
tràn trề	13
tà	13
đạt mức	13
cả thế giới	13
thuế thu nhập	13
nư	13
chăn gối	13
hoang sơ	13
phán quyết	13
hòa mình	13
tạp	13
biến cố	13
số một	13
nương	13
lấp lánh	13
việc tìm kiếm	13
chịu khó	13
ti vi	13
đưa lên	13
là đủ	13
điện năng	13
tứ kết	13
co giãn	13
rót	13
tự trọng	13
ngẫu nhiên	13
ngậm ngùi	13
nầy	13
thứ bảy	13
một cảm giác	13
có ý kiến	13
mô tô	13
tội nghiệp	13
ra tay	13
quá lâu	13
mong rằng	13
ở nhiều nơi	13
hạ lưu	13
cách sống	13
mong sao	13
nam diễn viên	13
khởi nghĩa	13
Thái Sơn	13
gây nguy hiểm	13
ngồi bên	13
giải trình	13
trời ơi	13
dòng nước	13
bao dung	13
sứ mệnh	13
sờ	13
tít	13
nhưng mà	13
cái khó	13
tinh hoa	13
bày bán	13
chơi đùa	13
gù	13
lời chúc	13
tượng đài	13
hậu mãi	13
địa phận	13
đúng nghĩa	13
tăng nhẹ	13
triều đại	13
kênh truyền hình	13
luyện thi	13
gian khổ	13
công trình nghiên cứu	13
vẻ mặt	13
trong tuần này	13
cồn	13
có nhiều kinh nghiệm	13
nhà phân tích	13
nữ nhân	13
san hô	13
dầu thô	13
diễn giả	13
gán cho	13
ung	13
đúng cách	13
theo kịp	13
nhờn	13
về không	13
thiên về	13
lập công	13
cấp nước	13
vài lần	13
đương đại	13
dâu tây	13
khâm phục	13
chính khách	13
mang ra	13
bỏ học	13
thông thoáng	13
sự đóng góp	13
mùi thơm	13
kỹ càng	13
Anh ngữ	13
nhà vô địch	13
ví von	13
kiệu	13
đương kim	13
cá biệt	13
lén	13
tuyến tiền liệt	13
súp	13
vớt	13
kèm với	13
chật	13
xách tay	13
hiển hiện	13
khuyến nghị	13
từ vựng	13
tối cao	13
nổi dậy	13
thiết lập quan hệ ngoại giao	13
trên đời	13
hiếm có	13
háo hức	13
bọn trẻ	13
che chắn	13
nheo	13
vận hội	13
thôi thúc	13
bắn súng	13
phần còn lại	13
nứt	13
bắt chước	13
chứng thực	13
nguyên vật liệu	13
không khác gì	13
ngăn cách	13
bởi lẽ	13
bó hoa	13
cổ tay	13
tụt	13
ăn ở	13
ngất	13
tin tưởng vào	13
tinh hoàn	13
trực quan	13
buồn nôn	13
giai thoại	13
bị bắt giữ	13
làm lại	13
Do Thái	13
một trăm	13
hồng ngoại	13
đồng phục	13
đi lễ	13
êm đềm	13
nhậu	13
vài ba	13
mạng di động	13
gay cấn	13
chiết	13
nhan sắc	13
mẩu	13
chiều tối	13
nhất quán	13
thăng bằng	13
nêu lên	13
rút quân	13
mè	13
nhá	13
rảnh rỗi	13
nghĩ lại	13
bỏ trốn	13
tháng sau	13
quả quyết	13
lý trí	13
nội công	13
xông vào	13
diễn xuất	13
sau lưng	13
giá xăng	13
từ trước đến nay	13
điển hình là	13
ồn ào	13
can ngăn	13
bất tử	13
tập thơ	13
địa ngục	13
bao quát	13
tự giác	13
sảng khoái	13
chết người	13
hệ số	13
lân cận	13
thuộc loại	13
những chi tiết	13
tham chiếu	13
lạnh lẽo	13
chẳng còn	13
bà nội	13
trệt	13
ban ngày	13
suy nghĩ về	13
hương khói	13
tại sao không	13
xấp xỉ	13
lãnh vực	13
thui	13
bin	13
rau xanh	13
chung quanh	13
lớn tuổi	13
sự sáng tạo	13
mồ côi	13
thâm nhập	13
lý lịch	13
kiểm điểm	13
tải xuống	13
cụm từ	13
khác về	13
hơn thế nữa	13
sức hút	13
khẩu vị	13
tay chơi	13
có phải là	13
chiếc giường	13
gán	13
đẩy nhanh	13
tức thời	13
độ bền	13
nai	13
bán buôn	13
sụt	13
bật mí	13
sưu tầm	13
dạy môn	13
vòi	13
dẹp	13
hoa đào	13
biển cả	13
khái quát	13
người thợ	13
giáo dân	13
sâu xa	13
úng	13
gật đầu	13
mướn	13
hiệp ước	13
nhiều thứ	13
áo mưa	13
thăng trầm	13
lá cây	13
thỏa	13
ấn phẩm	13
đi đường	13
người giàu	13
vua chúa	13
vang lên	13
sống lại	13
lăm	13
chung thủy	13
cử chỉ	13
cứu trợ	13
hi sinh	13
bẻ	13
mưu	13
dạo này	13
Tây Ninh	13
không vui	13
điểm số	13
kể từ năm	13
vi tính	13
leo lên	13
giảng giải	13
tụy	13
nhà cửa	13
cung đình	13
chỉ riêng	13
dấu hỏi	13
đóng băng	13
giảm sút	13
lâu đài	13
hứng khởi	13
thầm	13
thủy lợi	13
xoay xở	13
công tố	13
bằng lòng	13
bất cứ điều gì	13
chuyển qua	13
thu xếp	13
đón chào	13
cao học	13
ập	13
vọng cổ	13
công nhân viên	13
họ hàng	13
bị từ chối	13
thổ	13
cầu kỳ	13
trên mạng xã hội	13
trong lành	13
làm công việc	13
cả hai đều	13
đầu óc	13
chích	13
hậu môn	13
bồng	13
mưa bão	13
đực	13
nhiếp ảnh gia	13
thực nghiệm	13
lập kế hoạch	13
phòng cháy	13
tái định cư	13
thi cử	13
ở cuối	13
tổng thư ký	13
con dấu	13
thỉnh	13
mạn tính	13
nhả	13
nội quy	13
khoai tây	13
phiên chợ	13
trục xuất	13
KHCN	13
khai sáng	13
ngoài khơi	13
phương trình	13
tổ chức chính trị	13
đã nêu	13
xuống thấp	13
cái nào	13
một ngày nào đó	13
mút	13
bảo trợ	13
võ thuật	13
ban công	13
ngày tháng	13
sớm hơn	13
hòa đồng	13
súc miệng	13
khao khát	13
nước Mỹ	13
nụ hôn	13
hảo	13
xe gắn máy	13
vào thời điểm này	11
tháng hai	11
nhâm nhi	11
khắt khe	11
trực tràng	11
quang cảnh	11
khai sinh	11
phần tử	11
một kẻ	11
thạch anh	11
bền bỉ	11
tình cảnh	11
rỗng	11
bề thế	11
thành ra	11
món nợ	11
vấn đề đó	11
ắt	11
điện trường	11
nốt ruồi	11
tiếng Nga	11
sói	11
theo quan niệm	11
góc độ	11
núi lửa	11
nghị viện	11
trong quá khứ	11
nắm quyền	11
cói	11
phát xít	11
thái quá	11
mặc định	11
xin vui lòng	11
cổ phần hóa	11
khát	11
từng loại	11
nằm viện	11
mê tín	11
trong vấn đề	11
gọi lại	11
tâm thức	11
làm hỏng	11
lấy từ	11
vài trăm	11
quyên	11
thời thượng	11
nối kết	11
tẻ nhạt	11
liên hoàn	11
sung sướng	11
mang bầu	11
bảo vệ quyền lợi	11
nguyên mẫu	11
kiếp	11
lực lượng vũ trang	11
xung phong	11
lực lượng cảnh sát	11
phước	11
quân bài	11
nhập siêu	11
Liên Hiệp Quốc	11
tay trái	11
khác lạ	11
trị vì	11
lập luận	11
bóng bàn	11
tụi mình	11
phong tục	11
đòi hỏi phải	11
chiếm giữ	11
chứng bệnh	11
có chồng	11
thiết chế	11
sắc tố	11
lấy nhau	11
ở bên trong	11
lên trời	11
ảnh hưởng xấu	11
đám cháy	11
trên tất cả	11
ý niệm	11
dạy cho	11
bạn tình	11
bỏ rơi	11
lưu động	11
mụ	11
nữ ca sĩ	11
người Tây Ban Nha	11
theo ý	11
bất an	11
gánh nặng	11
hôm trước	11
bên lề	11
bi quan	11
tóm	11
ứng cử	11
gây dựng	11
tồi	11
ban giám đốc	11
thiết bị di động	11
thí dụ	11
cuộc thăm dò	11
sản xuất ra	11
máy cắt	11
xỉ	11
hệ thống điện	11
hoạt hình	11
chạy vào	11
tất cả mọi người đều	11
thản nhiên	11
huống	11
bỏ túi	11
dấu vết	11
ách tắc	11
lộn xộn	11
ra mặt	11
song hành	11
gập	11
điều kiện làm việc	11
rơ	11
nhân quyền	11
mong chờ	11
nước ngầm	11
ào	11
lôi cuốn	11
giao hưởng	11
mớ	11
nhộn nhịp	11
cơ quan báo chí	11
xạ	11
ký kết hợp đồng	11
vi rút	11
kinh nguyệt	11
kháng nguyên	11
đậu tương	11
ngửa	11
cương quyết	11
chạy qua	11
đường cao tốc	11
đáng để	11
chiếm đóng	11
đặt tên là	11
xấu số	11
đúng vậy	11
ngưỡng mộ	11
im	11
vấn nạn	11
đừng nói	11
dối	11
chưa hề	11
trưa nay	11
dược liệu	11
thanh tịnh	11
giả sử	11
nhắm vào	11
biết ơn	11
bừa bãi	11
viên mãn	11
pháo hoa	11
khắc khoải	11
sông Cửu Long	11
xuống đường	11
ghen tuông	11
căn dặn	11
chất xám	11
trang trí nội thất	11
cúm gia cầm	11
đài truyền hình	11
giọt nước	11
không có được	11
thật kỹ	11
cấu thành	11
hệ sinh thái	11
hỗn loạn	11
nham	11
ngắt	11
nhà hoạt động	11
lăng kính	11
xế	11
chui	11
mặt trăng	11
màn đêm	11
sự tiến bộ	11
rưỡi	11
đàn em	11
điều quan trọng nhất	11
một cách an toàn	11
người xưa	11
lộng lẫy	11
lấn chiếm	11
lộ diện	11
diễn đạt	11
ươm	11
vành	11
chảy máu	11
màu xám	11
hót	11
biên độ	11
thiết nghĩ	11
đứa em	11
sống còn	11
giàu sang	11
học kỹ	11
định luật	11
cách xa	11
biết đi	11
thú y	11
thân yêu	11
tiếng kêu	11
đèn pha	11
nông hộ	11
kỵ	11
mang ý nghĩa	11
nguyệt	11
trước nhất	11
lòng tham	11
hồng cầu	11
vũ trường	11
đêm nay	11
xài	11
tội lỗi	11
phản ảnh	11
gọng	11
bao trùm	11
linh tinh	11
triệu tập	11
ngoái	11
những người này	11
tu hành	11
để mà	11
tù nhân	11
thanh thiếu niên	11
mở mắt	11
sao Hỏa	11
học vị	11
re	11
nhà kính	11
khởi điểm	11
dĩ	11
vụ cướp	11
án tử hình	11
số nhà	11
đầu mối	11
nói thẳng	11
gần xa	11
phái đẹp	11
sữa bột	11
tiên tri	11
bực mình	11
quán ăn	11
ung dung	11
siêu sao	11
bỏ công	11
đằng	11
quen thuộc với	11
rườm rà	11
trụ trì	11
sở hữu trí tuệ	11
động mạch	11
bị giết	11
tùy thuộc	11
biến hóa	11
sự hướng dẫn	11
tốt với	11
xí nghiệp	11
trung thu	11
bàn chải	11
mật thiết	11
đẹp đẽ	11
sức mua	11
xưa nay	11
trường trung	11
theo luật	11
đãi ngộ	11
ở mức cao	11
soát	11
đứa con gái	11
chuồn	11
ưu tú	11
cuộc đấu tranh	11
thời gian thực	11
cún	11
tằm	11
một đống	11
sự trợ giúp	11
chấn	11
quy phạm	11
trong dịp này	11
cung điện	11
trung niên	11
dã man	11
nước nhà	11
ăn chơi	11
sáng giá	11
cũng may	11
tẩu thoát	11
gồng	11
trang trải	11
bàn ghế	11
mặc cảm	11
quá hạn	11
sảy	11
vắng mặt	11
cấp dưới	11
thân cây	11
sắp đặt	11
ruộng bậc thang	11
thương trường	11
đến như vậy	11
tận mắt	11
làm thế	11
hung thủ	11
chịu được	11
sắc đẹp	11
nhượng	11
huy chương vàng	11
phát đi	11
phía nam	11
đò	11
hiếu học	11
xe ôm	11
lúc trước	11
ai ai cũng	11
lũ lụt	11
chót	11
bốn mươi	11
nhân gian	11
bắt cá	11
thất thoát	11
lúa gạo	11
có ý	11
máy biến áp	11
cấp phát	11
trong một năm	11
độ dày	11
da mềm	11
sởi	11
tới thăm	11
thuốc trừ sâu	11
hồi hương	11
anh dũng	11
tang vật	11
đừng có	11
Thượng Đế	11
toàn cảnh	11
lo toan	11
kết án	11
khốn đốn	11
hân hoan	11
bận tâm	11
le	11
mùa bóng	11
đã đến lúc	11
dân tộc Việt Nam	11
người hùng	11
hai phần	11
trăn	11
tổng quát	11
hủy diệt	11
cấu	11
ân cần	11
buồn ngủ	11
ngay trước mặt	11
thẩm thấu	11
nhờ vậy	11
bao la	11
